2023-11-03 09:06:29,257 [main.py         | 48] INFO: Start to run instance_10
2023-11-03 09:06:29,259 [simulate_api.py | 60] INFO: Start time of the simulator: 2023-11-03 00:00:00, time interval:  600.00
2023-11-03 09:06:29,270 [input_utils.py  | 47] INFO: Get 154 factories
2023-11-03 09:06:30,943 [input_utils.py  | 51] INFO: Get 23562 routes
2023-11-03 09:06:30,992 [input_utils.py  | 56] INFO: Get 5 vehicles
2023-11-03 09:06:31,016 [input_utils.py  | 60] INFO: Get 100 orders
2023-11-03 09:06:31,016 [simulate_api.py | 87] INFO: Initial position of V_1 is e2d5093fbe36431f8986ddb0e1c586be
2023-11-03 09:06:31,018 [simulate_api.py | 87] INFO: Initial position of V_2 is 7fe14b93f0f04ee7a994ef5b2c1fdb72
2023-11-03 09:06:31,018 [simulate_api.py | 87] INFO: Initial position of V_3 is fa366fc87a124d32926daa5bb093129f
2023-11-03 09:06:31,018 [simulate_api.py | 87] INFO: Initial position of V_4 is e47399648fa842b2b8f80094343d8091
2023-11-03 09:06:31,018 [simulate_api.py | 87] INFO: Initial position of V_5 is becb4f85393540b287e7329758b8d832
2023-11-03 09:06:31,018 [simulate_environment.py | 99] INFO: **************************************************
2023-11-03 09:06:31,018 [simulate_environment.py | 103] INFO: cur time: 2023-11-03 00:10:00, pre time: 2023-11-03 00:00:00
2023-11-03 09:06:31,018 [simulate_environment.py | 140] INFO: Start to update the input of 2023-11-03 00:10:00
2023-11-03 09:06:31,018 [simulate_environment.py | 167] INFO: Get 0 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 09:06:33,707 [simulate_environment.py | 253] INFO: 2023-11-03 00:10:00, Item 0010370001-1: state = 0 < 2, we can not finish the simulation
2023-11-03 09:06:33,707 [simulate_environment.py | 99] INFO: **************************************************
2023-11-03 09:06:33,707 [simulate_environment.py | 103] INFO: cur time: 2023-11-03 00:20:00, pre time: 2023-11-03 00:10:00
2023-11-03 09:06:33,707 [simulate_environment.py | 140] INFO: Start to update the input of 2023-11-03 00:20:00
2023-11-03 09:06:33,707 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 09:06:36,292 [simulate_environment.py | 253] INFO: 2023-11-03 00:20:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 09:06:36,292 [simulate_environment.py | 99] INFO: **************************************************
2023-11-03 09:06:36,292 [simulate_environment.py | 103] INFO: cur time: 2023-11-03 00:30:00, pre time: 2023-11-03 00:20:00
2023-11-03 09:06:36,296 [simulate_environment.py | 140] INFO: Start to update the input of 2023-11-03 00:30:00
2023-11-03 09:06:36,296 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 09:06:38,329 [simulate_environment.py | 253] INFO: 2023-11-03 00:30:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 09:06:38,329 [simulate_environment.py | 99] INFO: **************************************************
2023-11-03 09:06:38,329 [simulate_environment.py | 103] INFO: cur time: 2023-11-03 00:40:00, pre time: 2023-11-03 00:30:00
2023-11-03 09:06:38,329 [simulate_environment.py | 140] INFO: Start to update the input of 2023-11-03 00:40:00
2023-11-03 09:06:38,329 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 09:06:39,943 [simulate_environment.py | 253] INFO: 2023-11-03 00:40:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 09:06:39,943 [simulate_environment.py | 99] INFO: **************************************************
2023-11-03 09:06:39,943 [simulate_environment.py | 103] INFO: cur time: 2023-11-03 00:50:00, pre time: 2023-11-03 00:40:00
2023-11-03 09:06:39,943 [simulate_environment.py | 140] INFO: Start to update the input of 2023-11-03 00:50:00
2023-11-03 09:06:39,948 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 09:06:41,632 [simulate_environment.py | 253] INFO: 2023-11-03 00:50:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 09:06:41,640 [simulate_environment.py | 99] INFO: **************************************************
2023-11-03 09:06:41,640 [simulate_environment.py | 103] INFO: cur time: 2023-11-03 01:00:00, pre time: 2023-11-03 00:50:00
2023-11-03 09:06:41,640 [simulate_environment.py | 140] INFO: Start to update the input of 2023-11-03 01:00:00
2023-11-03 09:06:41,640 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 0 ongoing order items, 0 completed order items
2023-11-03 09:06:43,260 [simulate_environment.py | 253] INFO: 2023-11-03 01:00:00, Item 0010370001-1: state = 1 < 2, we can not finish the simulation
2023-11-03 09:06:43,260 [simulate_environment.py | 99] INFO: **************************************************
